No.     Time           Source                Destination           Protocol Length Info
    590 17.595186      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    591 17.596977      172.16.20.51          120.24.48.119         TCP      66     35446 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20269611 TSecr=3846237136
    592 17.900119      172.16.20.51          120.24.48.119         TCP      74     33062 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20269641 TSecr=0 WS=64
    593 17.914092      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 33062 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846237464 TSecr=20269641 WS=128
    594 17.915639      172.16.20.51          120.24.48.119         TCP      66     33062 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20269643 TSecr=3846237464
    595 17.928909      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    596 17.943283      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 33062 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846237492 TSecr=20269643
    597 17.945611      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    598 17.945615      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    599 17.951757      172.16.20.51          120.24.48.119         TCP      66     33062 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20269646 TSecr=3846237494
    600 17.951758      172.16.20.51          120.24.48.119         TCP      66     33062 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20269646 TSecr=3846237494
    601 17.994379      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    602 18.009570      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    603 18.015550      172.16.20.51          120.24.48.119         TCP      66     33062 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20269652 TSecr=3846237559
    604 18.017015      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    605 18.032452      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    606 18.032457      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    607 18.035743      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    608 18.036296      172.16.20.51          120.24.48.119         TCP      66     33062 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20269655 TSecr=3846237582
    609 18.050582      120.24.48.119         172.16.20.51          TCP      60     sgcp(440) → 33062 [RST] Seq=2691 Win=0 Len=0
    610 18.376234      172.16.20.51          120.24.48.119         TCP      74     35925 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20269689 TSecr=0 WS=64
    611 18.393989      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 35925 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846237939 TSecr=20269689 WS=128
    612 18.395436      172.16.20.51          120.24.48.119         TCP      66     35925 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20269691 TSecr=3846237939
    613 18.418244      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    614 18.437347      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 35925 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846237982 TSecr=20269692
    615 18.439329      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    616 18.439334      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    617 18.440776      172.16.20.51          120.24.48.119         TCP      66     35925 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20269695 TSecr=3846237984
    618 18.440778      172.16.20.51          120.24.48.119         TCP      66     35925 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20269695 TSecr=3846237984
    619 18.458277      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    620 18.477448      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    621 18.501310      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    622 18.520832      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    623 18.520835      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    624 18.527110      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    625 18.541877      172.16.20.51          120.24.48.119         TCP      66     35925 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20269705 TSecr=3846238065
    626 18.853932      172.16.20.51          120.24.48.119         TCP      74     42511 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20269736 TSecr=0 WS=64
    627 18.873045      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 42511 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846238418 TSecr=20269736 WS=128
    628 18.874714      172.16.20.51          120.24.48.119         TCP      66     42511 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20269738 TSecr=3846238418
    629 18.899444      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    630 18.919557      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 42511 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846238464 TSecr=20269740
    631 18.921649      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    632 18.921652      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    633 18.926516      172.16.20.51          120.24.48.119         TCP      66     42511 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20269744 TSecr=3846238466
    634 18.926525      172.16.20.51          120.24.48.119         TCP      66     42511 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20269744 TSecr=3846238466
    635 18.967004      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    636 18.988301      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    637 18.989462      172.16.20.51          120.24.48.119         TCP      66     42511 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20269750 TSecr=3846238533
    638 19.001633      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    639 19.022171      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    640 19.022173      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    641 19.031696      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    642 19.035369      172.16.20.51          120.24.48.119         TCP      66     42511 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20269755 TSecr=3846238567
    643 19.362497      172.16.20.51          120.24.48.119         TCP      74     48445 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20269787 TSecr=0 WS=64
    644 19.382572      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 48445 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846238927 TSecr=20269787 WS=128
    645 19.385615      172.16.20.51          120.24.48.119         TCP      66     48445 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20269790 TSecr=3846238927
    646 19.391869      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    647 19.412267      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 48445 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846238957 TSecr=20269790
    648 19.414750      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    649 19.414754      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    650 19.420155      172.16.20.51          120.24.48.119         TCP      66     48445 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20269793 TSecr=3846238958
    651 19.420336      172.16.20.51          120.24.48.119         TCP      66     48445 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20269793 TSecr=3846238958
    652 19.449420      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    653 19.471105      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    654 19.497888      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    655 19.519462      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    656 19.519468      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    657 19.531170      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    658 19.539796      172.16.20.51          120.24.48.119         TCP      66     48445 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20269805 TSecr=3846239063
    659 19.828612      172.16.20.51          120.24.48.119         TCP      74     47149 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20269834 TSecr=0 WS=64
    660 19.843219      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 47149 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846239392 TSecr=20269834 WS=128
    661 19.844394      172.16.20.51          120.24.48.119         TCP      66     47149 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20269835 TSecr=3846239392
    662 19.853530      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    663 19.868363      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 47149 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846239417 TSecr=20269836
    664 19.870214      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    665 19.870218      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    666 19.873768      172.16.20.51          120.24.48.119         TCP      66     47149 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20269838 TSecr=3846239419
    667 19.876005      172.16.20.51          120.24.48.119         TCP      66     47149 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20269839 TSecr=3846239419
    668 19.889277      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    669 19.906243      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    670 19.923445      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    671 19.939208      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    672 19.939214      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    673 19.955402      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    674 19.958713      172.16.20.51          120.24.48.119         TCP      66     47149 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20269847 TSecr=3846239488
    675 20.343558      172.16.20.51          120.24.48.119         TCP      74     42845 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20269885 TSecr=0 WS=64
    676 20.362866      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 42845 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846239908 TSecr=20269885 WS=128
    677 20.364491      172.16.20.51          120.24.48.119         TCP      66     42845 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20269887 TSecr=3846239908
    678 20.367826      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    679 20.388253      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 42845 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846239933 TSecr=20269888
    680 20.390255      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    681 20.390259      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    682 20.407530      172.16.20.51          120.24.48.119         TCP      66     42845 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20269891 TSecr=3846239935
    683 20.407539      172.16.20.51          120.24.48.119         TCP      66     42845 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20269891 TSecr=3846239935
    684 20.435995      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    685 20.458211      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    686 20.461430      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    687 20.482127      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    688 20.482129      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    689 20.493628      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    690 20.498804      172.16.20.51          120.24.48.119         TCP      66     42845 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20269901 TSecr=3846240027
    691 20.868272      172.16.20.51          120.24.48.119         TCP      74     48464 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20269938 TSecr=0 WS=64
    692 20.887248      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 48464 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846240437 TSecr=20269938 WS=128
    693 20.888944      172.16.20.51          120.24.48.119         TCP      66     48464 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20269940 TSecr=3846240437
    694 20.912709      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    695 20.932533      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 48464 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846240482 TSecr=20269942
    696 20.934327      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    697 20.934331      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    698 20.935805      172.16.20.51          120.24.48.119         TCP      66     48464 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20269945 TSecr=3846240483
    699 20.935817      172.16.20.51          120.24.48.119         TCP      66     48464 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20269945 TSecr=3846240483
    700 20.969345      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    701 20.990486      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    702 20.999079      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    703 21.021165      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    704 21.021168      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    705 21.024159      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    706 21.025087      172.16.20.51          120.24.48.119         TCP      66     48464 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20269953 TSecr=3846240571
    707 21.451291      172.16.20.51          120.24.48.119         TCP      74     36610 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20269995 TSecr=0 WS=64
    708 21.469939      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 36610 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846241015 TSecr=20269995 WS=128
    709 21.479044      172.16.20.51          120.24.48.119         TCP      66     36610 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20269999 TSecr=3846241015
    710 21.503219      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    711 21.525267      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 36610 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846241068 TSecr=20270001
    712 21.526181      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    713 21.526185      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    714 21.541720      172.16.20.51          120.24.48.119         TCP      66     36610 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20270005 TSecr=3846241070
    715 21.541975      172.16.20.51          120.24.48.119         TCP      66     36610 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20270005 TSecr=3846241070
    716 21.564217      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    717 21.586211      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    718 21.604069      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    719 21.624105      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    720 21.624110      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    721 21.631733      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    722 21.631749      172.16.20.51          120.24.48.119         TCP      66     36610 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20270014 TSecr=3846241169
    723 21.652046      120.24.48.119         172.16.20.51          TCP      60     sgcp(440) → 36610 [RST] Seq=2691 Win=0 Len=0
    724 21.996181      172.16.20.51          120.24.48.119         TCP      74     34136 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20270050 TSecr=0 WS=64
    725 22.012725      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 34136 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846241563 TSecr=20270050 WS=128
    726 22.017721      172.16.20.51          120.24.48.119         TCP      66     34136 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20270052 TSecr=3846241563
    727 22.035633      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    728 22.052352      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 34136 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846241602 TSecr=20270054
    729 22.054660      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    730 22.054662      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    731 22.058583      172.16.20.51          120.24.48.119         TCP      66     34136 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20270057 TSecr=3846241603
    732 22.058594      172.16.20.51          120.24.48.119         TCP      66     34136 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20270057 TSecr=3846241603
    733 22.091086      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    734 22.107274      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    735 22.110319      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    736 22.126196      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    737 22.126200      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    738 22.130155      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    739 22.132659      172.16.20.51          120.24.48.119         TCP      66     34136 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20270064 TSecr=3846241675
    740 22.451835      172.16.20.51          120.24.48.119         TCP      74     35423 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20270096 TSecr=0 WS=64
    741 22.470755      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 35423 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846242016 TSecr=20270096 WS=128
    742 22.472997      172.16.20.51          120.24.48.119         TCP      66     35423 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20270098 TSecr=3846242016
    743 22.501220      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    744 22.521421      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 35423 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846242066 TSecr=20270100
    745 22.523363      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    746 22.523369      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    747 22.526754      172.16.20.51          120.24.48.119         TCP      66     35423 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20270104 TSecr=3846242067
    748 22.526756      172.16.20.51          120.24.48.119         TCP      66     35423 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20270104 TSecr=3846242067
    749 22.575799      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    750 22.596694      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    751 22.604629      172.16.20.51          120.24.48.119         TCP      66     35423 → sgcp(440) [ACK] Seq=349 Ack=1785 Win=93440 Len=0 TSval=20270111 TSecr=3846242140
    752 22.623928      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    753 22.646113      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    754 22.646116      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    755 22.652780      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    756 22.652793      172.16.20.51          120.24.48.119         TCP      66     35423 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20270116 TSecr=3846242191
    757 22.666956      120.24.48.119         172.16.20.51          TCP      60     sgcp(440) → 35423 [RST] Seq=2691 Win=0 Len=0
    758 23.047195      172.16.20.51          120.24.48.119         TCP      74     47161 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20270156 TSecr=0 WS=64
    759 23.066422      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 47161 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846242612 TSecr=20270156 WS=128
    760 23.069894      172.16.20.51          120.24.48.119         TCP      66     47161 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20270158 TSecr=3846242612
    761 23.087738      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    762 23.106972      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 47161 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846242652 TSecr=20270160
    763 23.110472      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    764 23.110475      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    765 23.117214      172.16.20.51          120.24.48.119         TCP      66     47161 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20270163 TSecr=3846242654
    766 23.118322      172.16.20.51          120.24.48.119         TCP      66     47161 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20270163 TSecr=3846242654
    767 23.155603      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    768 23.175930      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    769 23.184581      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    770 23.205237      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    771 23.205239      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    772 23.209822      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    773 23.215100      172.16.20.51          120.24.48.119         TCP      66     47161 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20270172 TSecr=3846242750
    774 23.541345      172.16.20.51          120.24.48.119         TCP      74     40209 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20270205 TSecr=0 WS=64
    775 23.560178      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 40209 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846243105 TSecr=20270205 WS=128
    776 23.561647      172.16.20.51          120.24.48.119         TCP      66     40209 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20270207 TSecr=3846243105
    777 23.581093      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    778 23.601040      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 40209 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846243145 TSecr=20270209
    779 23.603103      120.24.48.119         172.16.20.51          TLSv1.2  1514   Server Hello, Certificate
    780 23.603106      120.24.48.119         172.16.20.51          TLSv1.2  351    Server Key Exchange, Server Hello Done
    781 23.617701      172.16.20.51          120.24.48.119         TCP      66     40209 → sgcp(440) [ACK] Seq=223 Ack=1449 Win=90496 Len=0 TSval=20270213 TSecr=3846243146
    782 23.619242      172.16.20.51          120.24.48.119         TCP      66     40209 → sgcp(440) [ACK] Seq=223 Ack=1734 Win=93440 Len=0 TSval=20270213 TSecr=3846243146
    783 23.643948      172.16.20.51          120.24.48.119         TLSv1.2  192    Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message
    784 23.664287      120.24.48.119         172.16.20.51          TLSv1.2  117    Change Cipher Spec, Encrypted Handshake Message
    785 23.672199      172.16.20.51          120.24.48.119         TLSv1.2  218    Application Data
    786 23.693575      120.24.48.119         172.16.20.51          TLSv1.2  940    Application Data
    787 23.693578      120.24.48.119         172.16.20.51          TLSv1.2  97     Encrypted Alert
    788 23.719948      172.16.20.51          120.24.48.119         TLSv1.2  97     Encrypted Alert
    789 23.727653      172.16.20.51          120.24.48.119         TCP      66     40209 → sgcp(440) [RST, ACK] Seq=532 Ack=2691 Win=96320 Len=0 TSval=20270223 TSecr=3846243237
    790 24.049614      172.16.20.51          120.24.48.119         TCP      74     35170 → sgcp(440) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=20270256 TSecr=0 WS=64
    791 24.073780      120.24.48.119         172.16.20.51          TCP      74     sgcp(440) → 35170 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=3846243618 TSecr=20270256 WS=128
    792 24.086307      172.16.20.51          120.24.48.119         TCP      66     35170 → sgcp(440) [ACK] Seq=1 Ack=1 Win=87616 Len=0 TSval=20270260 TSecr=3846243618
    793 24.092348      172.16.20.51          120.24.48.119         TLSv1.2  288    Client Hello
    794 24.119816      120.24.48.119         172.16.20.51          TCP      66     sgcp(440) → 35170 [ACK] Seq=1 Ack=223 Win=30080 Len=0 TSval=3846243663 TSecr=20270260
