No.     Time           Source                Destination           Protocol Info
    357 4.615614       42.62.69.169          172.17.32.142         TCP      https(443) → 50095 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425047251 TSecr=502922188
    358 4.619207       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    359 4.619218       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    360 4.619220       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    361 4.619223       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    362 4.619401       172.17.32.142         42.62.69.169          TCP      50095 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502922232 TSecr=3425047252
    363 4.619402       172.17.32.142         42.62.69.169          TCP      50095 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502922232 TSecr=3425047252
    364 4.620196       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50095 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502922232 TSecr=3425047252
    365 4.674565       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    366 4.718304       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    367 4.718388       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    368 4.763484       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    369 4.763491       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    370 4.763580       172.17.32.142         42.62.69.169          TCP      50095 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502922373 TSecr=3425047397
    371 4.763581       172.17.32.142         42.62.69.169          TCP      50095 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502922373 TSecr=3425047397
    372 4.768700       172.17.32.142         42.62.69.169          TCP      50095 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502922378 TSecr=3425047397
    373 4.771168       172.17.32.142         42.62.69.169          TCP      50096 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502922380 TSecr=0 SACK_PERM=1
    374 4.811035       42.62.69.169          172.17.32.142         TCP      https(443) → 50096 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425047446 TSecr=502922380 WS=512
    375 4.811044       42.62.69.169          172.17.32.142         TCP      https(443) → 50095 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425047446 TSecr=502922378
    376 4.811166       172.17.32.142         42.62.69.169          TCP      50096 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502922419 TSecr=3425047446
    377 4.814360       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    378 4.855484       42.62.69.169          172.17.32.142         TCP      https(443) → 50096 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425047489 TSecr=502922422
    379 4.861392       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    380 4.861398       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    381 4.861479       172.17.32.142         42.62.69.169          TCP      50096 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502922467 TSecr=3425047490
    382 4.862427       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    383 4.862431       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    384 4.862468       172.17.32.142         42.62.69.169          TCP      50096 → https(443) [ACK] Seq=176 Ack=4913 Win=129056 Len=0 TSval=502922468 TSecr=3425047490
    385 4.891587       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    386 4.932254       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    387 4.932327       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    388 4.974387       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    389 4.974391       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    390 4.974451       172.17.32.142         42.62.69.169          TCP      50096 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502922577 TSecr=3425047608
    391 4.974452       172.17.32.142         42.62.69.169          TCP      50096 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502922577 TSecr=3425047608
    392 4.977051       172.17.32.142         42.62.69.169          TCP      50096 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502922579 TSecr=3425047608
    393 4.980494       172.17.32.142         42.62.69.169          TCP      50097 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502922582 TSecr=0 SACK_PERM=1
    394 5.018041       42.62.69.169          172.17.32.142         TCP      https(443) → 50096 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425047653 TSecr=502922579
    395 5.019116       42.62.69.169          172.17.32.142         TCP      https(443) → 50097 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425047657 TSecr=502922582 WS=512
    396 5.019178       172.17.32.142         42.62.69.169          TCP      50097 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502922620 TSecr=3425047657
    397 5.021205       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    398 5.059922       42.62.69.169          172.17.32.142         TCP      https(443) → 50097 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425047697 TSecr=502922622
    399 5.062445       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    400 5.063403       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    401 5.063420       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    402 5.063423       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    403 5.063611       172.17.32.142         42.62.69.169          TCP      50097 → https(443) [ACK] Seq=176 Ack=2897 Win=129600 Len=0 TSval=502922662 TSecr=3425047699
    404 5.063612       172.17.32.142         42.62.69.169          TCP      50097 → https(443) [ACK] Seq=176 Ack=4913 Win=127584 Len=0 TSval=502922663 TSecr=3425047699
    405 5.063730       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50097 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502922663 TSecr=3425047699
    406 5.089040       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    407 5.130257       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    408 5.130526       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    409 5.172407       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    410 5.172414       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    411 5.172484       172.17.32.142         42.62.69.169          TCP      50097 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502922769 TSecr=3425047808
    412 5.172485       172.17.32.142         42.62.69.169          TCP      50097 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502922769 TSecr=3425047809
    413 5.174978       172.17.32.142         42.62.69.169          TCP      50097 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502922771 TSecr=3425047809
    414 5.177251       172.17.32.142         42.62.69.169          TCP      50098 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502922773 TSecr=0 SACK_PERM=1
    415 5.222778       42.62.69.169          172.17.32.142         TCP      https(443) → 50097 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425047851 TSecr=502922771
    416 5.223768       42.62.69.169          172.17.32.142         TCP      https(443) → 50098 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425047855 TSecr=502922773 WS=512
    417 5.223854       172.17.32.142         42.62.69.169          TCP      50098 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502922818 TSecr=3425047855
    418 5.226622       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    419 5.278898       42.62.69.169          172.17.32.142         TCP      https(443) → 50098 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425047904 TSecr=502922821
    420 5.278902       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    421 5.278903       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    422 5.278904       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    423 5.278905       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    424 5.278998       172.17.32.142         42.62.69.169          TCP      50098 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502922872 TSecr=3425047905
    425 5.278999       172.17.32.142         42.62.69.169          TCP      50098 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502922872 TSecr=3425047905
    426 5.279046       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50098 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502922872 TSecr=3425047905
    427 5.297503       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    428 5.349049       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    429 5.349116       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    430 5.399953       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    431 5.399957       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    432 5.400028       172.17.32.142         42.62.69.169          TCP      50098 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502922991 TSecr=3425048026
    433 5.400029       172.17.32.142         42.62.69.169          TCP      50098 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502922991 TSecr=3425048026
    434 5.402136       172.17.32.142         42.62.69.169          TCP      50098 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502922993 TSecr=3425048026
    435 5.408022       172.17.32.142         42.62.69.169          TCP      50100 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502922998 TSecr=0 SACK_PERM=1
    436 5.452342       42.62.69.169          172.17.32.142         TCP      https(443) → 50098 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425048079 TSecr=502922993
    437 5.453408       42.62.69.169          172.17.32.142         TCP      https(443) → 50100 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425048086 TSecr=502922998 WS=512
    438 5.453469       172.17.32.142         42.62.69.169          TCP      50100 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502923043 TSecr=3425048086
    439 5.455436       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    440 5.507033       42.62.69.169          172.17.32.142         TCP      https(443) → 50100 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425048133 TSecr=502923044
    441 5.507040       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    442 5.507042       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    443 5.507043       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    444 5.507045       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    445 5.507153       172.17.32.142         42.62.69.169          TCP      50100 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502923095 TSecr=3425048134
    446 5.507155       172.17.32.142         42.62.69.169          TCP      50100 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502923095 TSecr=3425048134
    447 5.507269       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50100 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502923095 TSecr=3425048134
    448 5.528644       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    449 5.579644       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    450 5.579703       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    451 5.630616       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    452 5.630623       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    453 5.630708       172.17.32.142         42.62.69.169          TCP      50100 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502923216 TSecr=3425048257
    454 5.630708       172.17.32.142         42.62.69.169          TCP      50100 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502923216 TSecr=3425048257
    455 5.633057       172.17.32.142         42.62.69.169          TCP      50100 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502923218 TSecr=3425048257
    456 5.635763       172.17.32.142         42.62.69.169          TCP      50102 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502923220 TSecr=0 SACK_PERM=1
    457 5.684428       42.62.69.169          172.17.32.142         TCP      https(443) → 50102 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425048313 TSecr=502923220 WS=512
    458 5.684435       42.62.69.169          172.17.32.142         TCP      https(443) → 50100 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425048311 TSecr=502923218
    459 5.684555       172.17.32.142         42.62.69.169          TCP      50102 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502923267 TSecr=3425048313
    460 5.687140       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    461 5.735907       42.62.69.169          172.17.32.142         TCP      https(443) → 50102 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425048364 TSecr=502923269
    462 5.735918       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    463 5.736512       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    464 5.736519       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    465 5.736521       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    466 5.736598       172.17.32.142         42.62.69.169          TCP      50102 → https(443) [ACK] Seq=176 Ack=2897 Win=129600 Len=0 TSval=502923317 TSecr=3425048365
    467 5.736600       172.17.32.142         42.62.69.169          TCP      50102 → https(443) [ACK] Seq=176 Ack=4913 Win=127584 Len=0 TSval=502923317 TSecr=3425048365
    468 5.736660       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50102 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502923317 TSecr=3425048365
    469 5.757129       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    470 5.806774       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    471 5.806856       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    472 5.856126       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    473 5.856130       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    474 5.856193       172.17.32.142         42.62.69.169          TCP      50102 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502923435 TSecr=3425048484
    475 5.856194       172.17.32.142         42.62.69.169          TCP      50102 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502923435 TSecr=3425048484
    476 5.863743       172.17.32.142         42.62.69.169          TCP      50102 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502923442 TSecr=3425048484
    477 5.870876       172.17.32.142         42.62.69.169          TCP      50103 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502923449 TSecr=0 SACK_PERM=1
    478 5.911476       42.62.69.169          172.17.32.142         TCP      https(443) → 50102 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425048540 TSecr=502923442
    479 5.913900       42.62.69.169          172.17.32.142         TCP      https(443) → 50103 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425048547 TSecr=502923449 WS=512
    480 5.913964       172.17.32.142         42.62.69.169          TCP      50103 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502923491 TSecr=3425048547
    481 5.915939       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    482 5.963793       42.62.69.169          172.17.32.142         TCP      https(443) → 50103 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425048592 TSecr=502923492
    483 5.971794       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    484 5.971800       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    485 5.971860       172.17.32.142         42.62.69.169          TCP      50103 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502923546 TSecr=3425048593
    486 5.972876       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    487 5.972880       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    488 5.972927       172.17.32.142         42.62.69.169          TCP      50103 → https(443) [ACK] Seq=176 Ack=4913 Win=129056 Len=0 TSval=502923547 TSecr=3425048593
    489 5.998139       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    490 6.047818       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    491 6.047908       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    492 6.100174       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    493 6.100182       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    494 6.100281       172.17.32.142         42.62.69.169          TCP      50103 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502923673 TSecr=3425048727
    495 6.100283       172.17.32.142         42.62.69.169          TCP      50103 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502923673 TSecr=3425048727
    496 6.103102       172.17.32.142         42.62.69.169          TCP      50103 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502923675 TSecr=3425048727
    497 6.106188       172.17.32.142         42.62.69.169          TCP      50105 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502923677 TSecr=0 SACK_PERM=1
    498 6.152525       42.62.69.169          172.17.32.142         TCP      https(443) → 50103 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425048779 TSecr=502923675
    499 6.153522       42.62.69.169          172.17.32.142         TCP      https(443) → 50105 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425048782 TSecr=502923677 WS=512
    500 6.153587       172.17.32.142         42.62.69.169          TCP      50105 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502923723 TSecr=3425048782
    501 6.156168       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    502 6.205412       42.62.69.169          172.17.32.142         TCP      https(443) → 50105 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425048833 TSecr=502923726
    503 6.215597       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    504 6.215605       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    505 6.215606       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    506 6.215608       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    507 6.215687       172.17.32.142         42.62.69.169          TCP      50105 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502923785 TSecr=3425048834
    508 6.215688       172.17.32.142         42.62.69.169          TCP      50105 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502923785 TSecr=3425048834
    509 6.215790       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50105 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502923785 TSecr=3425048834
    510 6.241040       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    511 6.291120       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    512 6.291172       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    513 6.340484       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    514 6.340490       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    515 6.340551       172.17.32.142         42.62.69.169          TCP      50105 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502923909 TSecr=3425048967
    516 6.340552       172.17.32.142         42.62.69.169          TCP      50105 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502923909 TSecr=3425048967
    517 6.342016       172.17.32.142         42.62.69.169          TCP      50105 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502923910 TSecr=3425048967
    518 6.356055       172.17.32.142         42.62.69.169          TCP      50106 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502923924 TSecr=0 SACK_PERM=1
    519 6.393603       42.62.69.169          172.17.32.142         TCP      https(443) → 50105 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425049021 TSecr=502923910
    520 6.404322       42.62.69.169          172.17.32.142         TCP      https(443) → 50106 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425049032 TSecr=502923924 WS=512
    521 6.404395       172.17.32.142         42.62.69.169          TCP      50106 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502923970 TSecr=3425049032
    522 6.406276       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    523 6.455193       42.62.69.169          172.17.32.142         TCP      https(443) → 50106 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425049082 TSecr=502923971
    524 6.463525       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    525 6.463529       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    526 6.463531       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    527 6.463532       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    528 6.463601       172.17.32.142         42.62.69.169          TCP      50106 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502924027 TSecr=3425049084
    529 6.463602       172.17.32.142         42.62.69.169          TCP      50106 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502924027 TSecr=3425049084
    530 6.463671       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50106 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502924027 TSecr=3425049084
    531 6.485455       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    532 6.537589       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    533 6.537648       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    534 6.588909       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    535 6.588915       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    536 6.588976       172.17.32.142         42.62.69.169          TCP      50106 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502924150 TSecr=3425049214
    537 6.588977       172.17.32.142         42.62.69.169          TCP      50106 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502924150 TSecr=3425049214
    538 6.590689       172.17.32.142         42.62.69.169          TCP      50106 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502924151 TSecr=3425049214
    539 6.592683       172.17.32.142         42.62.69.169          TCP      50107 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502924152 TSecr=0 SACK_PERM=1
    540 6.640075       42.62.69.169          172.17.32.142         TCP      https(443) → 50106 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425049267 TSecr=502924151
    541 6.640082       42.62.69.169          172.17.32.142         TCP      https(443) → 50107 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425049269 TSecr=502924152 WS=512
    542 6.640191       172.17.32.142         42.62.69.169          TCP      50107 → https(443) [ACK] Seq=1 Ack=1 Win=131744 Len=0 TSval=502924198 TSecr=3425049269
    543 6.643098       172.17.32.142         42.62.69.169          TLSv1.2  Client Hello
    544 6.691225       42.62.69.169          172.17.32.142         TCP      https(443) → 50107 [ACK] Seq=1 Ack=176 Win=7168 Len=0 TSval=3425049319 TSecr=502924200
    545 6.700169       42.62.69.169          172.17.32.142         TLSv1.2  Server Hello
    546 6.700178       42.62.69.169          172.17.32.142         TCP      [TCP segment of a reassembled PDU]
    547 6.700181       42.62.69.169          172.17.32.142         TLSv1.2  Certificate[TCP segment of a reassembled PDU]
    548 6.700182       42.62.69.169          172.17.32.142         TLSv1.2  Certificate Status, Server Key Exchange, Server Hello Done
    549 6.700277       172.17.32.142         42.62.69.169          TCP      50107 → https(443) [ACK] Seq=176 Ack=2897 Win=128864 Len=0 TSval=502924256 TSecr=3425049320
    550 6.700278       172.17.32.142         42.62.69.169          TCP      50107 → https(443) [ACK] Seq=176 Ack=4913 Win=126848 Len=0 TSval=502924256 TSecr=3425049320
    551 6.700357       172.17.32.142         42.62.69.169          TCP      [TCP Window Update] 50107 → https(443) [ACK] Seq=176 Ack=4913 Win=131072 Len=0 TSval=502924256 TSecr=3425049320
    552 6.718479       172.17.32.142         42.62.69.169          TLSv1.2  Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request
    553 6.769560       42.62.69.169          172.17.32.142         TLSv1.2  Change Cipher Spec, Encrypted Handshake Message
    554 6.769647       172.17.32.142         42.62.69.169          TLSv1.2  Application Data
    555 6.820530       42.62.69.169          172.17.32.142         TLSv1.2  Application Data
    556 6.820537       42.62.69.169          172.17.32.142         TLSv1.2  Encrypted Alert
    557 6.820639       172.17.32.142         42.62.69.169          TCP      50107 → https(443) [ACK] Seq=482 Ack=5917 Win=130112 Len=0 TSval=502924375 TSecr=3425049447
    558 6.820640       172.17.32.142         42.62.69.169          TCP      50107 → https(443) [ACK] Seq=482 Ack=5949 Win=130080 Len=0 TSval=502924375 TSecr=3425049447
    559 6.823760       172.17.32.142         42.62.69.169          TCP      50107 → https(443) [FIN, ACK] Seq=482 Ack=5949 Win=131072 Len=0 TSval=502924378 TSecr=3425049447
    560 6.826903       172.17.32.142         42.62.69.169          TCP      50108 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=502924381 TSecr=0 SACK_PERM=1
    561 6.873544       42.62.69.169          172.17.32.142         TCP      https(443) → 50107 [ACK] Seq=5949 Ack=483 Win=8192 Len=0 TSval=3425049500 TSecr=502924378
    562 6.882005       42.62.69.169          172.17.32.142         TCP      https(443) → 50108 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=3425049503 TSecr=502924381 WS=512
