No.     Time           Source                Destination           Protocol Info
    229 4.391088       106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    230 4.391178       172.17.32.142         106.122.254.22        TCP      56085 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    231 4.392336       172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    232 4.399135       106.122.254.22        172.17.32.142         TCP      https(443) → 56085 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    233 4.399203       172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    234 4.415730       106.122.254.22        172.17.32.142         TCP      https(443) → 56085 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    235 4.467777       106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    236 4.467856       172.17.32.142         106.122.254.22        TCP      56085 → https(443) [ACK] Seq=711 Ack=512 Win=261760 Len=0
    237 4.470479       106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    238 4.470540       172.17.32.142         106.122.254.22        TCP      56085 → https(443) [ACK] Seq=711 Ack=613 Win=262016 Len=0
    239 4.471598       106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    240 4.471680       172.17.32.142         106.122.254.22        TCP      56085 → https(443) [ACK] Seq=711 Ack=644 Win=262112 Len=0
    241 4.472892       106.122.254.22        172.17.32.142         TCP      https(443) → 56085 [FIN, ACK] Seq=644 Ack=711 Win=182528 Len=0
    242 4.472931       172.17.32.142         106.122.254.22        TCP      56085 → https(443) [ACK] Seq=711 Ack=645 Win=262144 Len=0
    243 4.475483       172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    244 4.476234       172.17.32.142         106.122.254.22        TCP      56085 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0
    245 4.491332       106.122.254.22        172.17.32.142         TCP      https(443) → 56085 [RST] Seq=645 Win=0 Len=0
    246 4.781643       172.17.32.142         27.148.145.195        TCP      56087 → https(443) [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663690661 TSecr=0 SACK_PERM=1
    247 4.798552       27.148.145.195        172.17.32.142         TCP      https(443) → 56087 [SYN, ACK, ECN] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128
    248 4.798619       172.17.32.142         27.148.145.195        TCP      56087 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    249 4.800241       172.17.32.142         27.148.145.195        TLSv1.2  Client Hello
    250 4.808384       27.148.145.195        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    251 4.808464       172.17.32.142         27.148.145.195        TCP      56087 → https(443) [ACK] Seq=518 Ack=142 Win=261984 Len=0
    252 4.809369       172.17.32.142         27.148.145.195        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    253 4.815910       27.148.145.195        172.17.32.142         TCP      https(443) → 56087 [ACK] Seq=1 Ack=518 Win=15744 Len=0
    254 4.815976       172.17.32.142         27.148.145.195        TLSv1.2  Application Data
    255 4.831980       27.148.145.195        172.17.32.142         TCP      https(443) → 56087 [ACK] Seq=142 Ack=711 Win=16768 Len=0
    256 4.870052       27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    257 4.870144       172.17.32.142         27.148.145.195        TCP      56087 → https(443) [ACK] Seq=711 Ack=515 Win=261760 Len=0
    258 4.870735       27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    259 4.870809       172.17.32.142         27.148.145.195        TCP      56087 → https(443) [ACK] Seq=711 Ack=616 Win=262016 Len=0
    260 4.871579       27.148.145.195        172.17.32.142         TLSv1.2  Encrypted Alert
    261 4.871659       172.17.32.142         27.148.145.195        TCP      56087 → https(443) [ACK] Seq=711 Ack=647 Win=262112 Len=0
    262 4.872839       27.148.145.195        172.17.32.142         TCP      https(443) → 56087 [FIN, ACK] Seq=647 Ack=711 Win=16768 Len=0
    263 4.872916       172.17.32.142         27.148.145.195        TCP      56087 → https(443) [ACK] Seq=711 Ack=648 Win=262144 Len=0
    264 4.877829       172.17.32.142         27.148.145.195        TLSv1.2  Encrypted Alert
    265 4.878283       172.17.32.142         27.148.145.195        TCP      56087 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0
    266 4.886361       27.148.145.195        172.17.32.142         TCP      https(443) → 56087 [RST] Seq=648 Win=0 Len=0
    267 4.894259       27.148.145.195        172.17.32.142         TCP      https(443) → 56087 [RST] Seq=648 Win=0 Len=0
    268 5.183317       172.17.32.142         106.122.254.22        TCP      56088 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663691056 TSecr=0 SACK_PERM=1
    269 5.200847       106.122.254.22        172.17.32.142         TCP      https(443) → 56088 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 WS=128
    270 5.200945       172.17.32.142         106.122.254.22        TCP      56088 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    271 5.203474       172.17.32.142         106.122.254.22        TLSv1.2  Client Hello
    272 5.218281       106.122.254.22        172.17.32.142         TCP      https(443) → 56088 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    273 5.229229       106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    274 5.229308       172.17.32.142         106.122.254.22        TCP      56088 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    275 5.230681       172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    276 5.239601       106.122.254.22        172.17.32.142         TLSv1.2  [TCP Spurious Retransmission] , Server Hello, Change Cipher Spec, Encrypted Handshake Message
    277 5.239664       172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    278 5.286177       106.122.254.22        172.17.32.142         TCP      https(443) → 56088 [ACK] Seq=138 Ack=569 Win=176768 Len=0
    279 5.308164       172.17.32.142         106.122.254.22        TCP      [TCP Retransmission] 56088 → https(443) [PSH, ACK] Seq=569 Ack=138 Win=262144 Len=142
    280 5.327252       106.122.254.22        172.17.32.142         TCP      https(443) → 56088 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    281 5.728061       106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    282 5.728135       172.17.32.142         106.122.254.22        TCP      56088 → https(443) [ACK] Seq=711 Ack=512 Win=261760 Len=0
    283 5.729601       106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    284 5.729668       172.17.32.142         106.122.254.22        TCP      56088 → https(443) [ACK] Seq=711 Ack=613 Win=262016 Len=0
    285 5.729759       106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    286 5.729800       172.17.32.142         106.122.254.22        TCP      56088 → https(443) [ACK] Seq=711 Ack=644 Win=262112 Len=0
    287 5.731980       106.122.254.22        172.17.32.142         TCP      https(443) → 56088 [FIN, ACK] Seq=644 Ack=711 Win=182528 Len=0
    288 5.732046       172.17.32.142         106.122.254.22        TCP      56088 → https(443) [ACK] Seq=711 Ack=645 Win=262144 Len=0
    289 5.735059       172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    290 5.735851       172.17.32.142         106.122.254.22        TCP      56088 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0
    291 5.739019       106.122.254.22        172.17.32.142         TCP      [TCP Out-Of-Order] https(443) → 56088 [PSH, ACK] Seq=613 Ack=711 Win=182528 Len=31
    292 5.739220       172.17.32.142         106.122.254.22        TCP      [TCP Out-Of-Order] 56088 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0 SLE=613 SRE=644
    293 5.742096       106.122.254.22        172.17.32.142         TCP      [TCP Out-Of-Order] https(443) → 56088 [PSH, ACK] Seq=613 Ack=711 Win=182528 Len=31
    294 5.742195       172.17.32.142         106.122.254.22        TCP      [TCP Out-Of-Order] 56088 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0 SLE=613 SRE=644
    295 5.746900       106.122.254.22        172.17.32.142         TCP      https(443) → 56088 [RST] Seq=645 Win=0 Len=0
    296 5.754662       106.122.254.22        172.17.32.142         TCP      https(443) → 56088 [RST] Seq=645 Win=0 Len=0
    297 5.765187       106.122.254.22        172.17.32.142         TCP      https(443) → 56088 [RST] Seq=645 Win=0 Len=0
    298 6.039676       172.17.32.142         27.148.145.195        TCP      56089 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663691900 TSecr=0 SACK_PERM=1
    299 6.055275       27.148.145.195        172.17.32.142         TCP      https(443) → 56089 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128
    300 6.055489       172.17.32.142         27.148.145.195        TCP      56089 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    301 6.059779       172.17.32.142         27.148.145.195        TLSv1.2  Client Hello
    302 6.069038       27.148.145.195        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    303 6.069115       172.17.32.142         27.148.145.195        TCP      56089 → https(443) [ACK] Seq=518 Ack=142 Win=261984 Len=0
    304 6.070657       172.17.32.142         27.148.145.195        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    305 6.076886       27.148.145.195        172.17.32.142         TCP      https(443) → 56089 [ACK] Seq=1 Ack=518 Win=15744 Len=0
    306 6.076928       172.17.32.142         27.148.145.195        TLSv1.2  Application Data
    307 6.096049       27.148.145.195        172.17.32.142         TCP      https(443) → 56089 [ACK] Seq=142 Ack=711 Win=16768 Len=0
    308 6.141394       27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    309 6.141446       172.17.32.142         27.148.145.195        TCP      56089 → https(443) [ACK] Seq=711 Ack=515 Win=261760 Len=0
    310 6.141902       27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    311 6.141935       172.17.32.142         27.148.145.195        TCP      56089 → https(443) [ACK] Seq=711 Ack=616 Win=262016 Len=0
    312 6.142591       27.148.145.195        172.17.32.142         TLSv1.2  Encrypted Alert
    313 6.142630       172.17.32.142         27.148.145.195        TCP      56089 → https(443) [ACK] Seq=711 Ack=647 Win=262112 Len=0
    314 6.148028       172.17.32.142         27.148.145.195        TLSv1.2  Encrypted Alert
    315 6.148153       172.17.32.142         27.148.145.195        TCP      56089 → https(443) [FIN, ACK] Seq=742 Ack=647 Win=262144 Len=0
    316 6.149756       27.148.145.195        172.17.32.142         TCP      https(443) → 56089 [FIN, ACK] Seq=647 Ack=711 Win=16768 Len=0
    317 6.149798       172.17.32.142         27.148.145.195        TCP      [TCP Out-Of-Order] 56089 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0
    318 6.160264       27.148.145.195        172.17.32.142         TCP      [TCP Out-Of-Order] https(443) → 56089 [PSH, ACK] Seq=616 Ack=711 Win=16768 Len=31
    319 6.160308       172.17.32.142         27.148.145.195        TCP      [TCP Out-Of-Order] 56089 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0 SLE=616 SRE=647
    320 6.162508       27.148.145.195        172.17.32.142         TCP      https(443) → 56089 [RST] Seq=647 Win=0 Len=0
    321 6.162706       27.148.145.195        172.17.32.142         TCP      https(443) → 56089 [RST] Seq=647 Win=0 Len=0
    322 6.163713       27.148.145.195        172.17.32.142         TCP      https(443) → 56089 [RST] Seq=648 Win=0 Len=0
    323 6.176196       27.148.145.195        172.17.32.142         TCP      https(443) → 56089 [RST] Seq=648 Win=0 Len=0
    324 6.452508       172.17.32.142         106.122.254.22        TCP      56090 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663692305 TSecr=0 SACK_PERM=1
    325 6.469242       106.122.254.22        172.17.32.142         TCP      https(443) → 56090 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 WS=128
    326 6.469327       172.17.32.142         106.122.254.22        TCP      56090 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    327 6.472034       172.17.32.142         106.122.254.22        TLSv1.2  Client Hello
    328 6.485538       106.122.254.22        172.17.32.142         TCP      https(443) → 56090 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    329 6.486851       106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    330 6.486941       172.17.32.142         106.122.254.22        TCP      56090 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    331 6.488050       172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    332 6.544284       106.122.254.22        172.17.32.142         TCP      https(443) → 56090 [ACK] Seq=138 Ack=569 Win=176768 Len=0
    333 6.544353       172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    334 6.559666       106.122.254.22        172.17.32.142         TCP      https(443) → 56090 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    335 6.595970       106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    336 6.596048       172.17.32.142         106.122.254.22        TCP      56090 → https(443) [ACK] Seq=711 Ack=512 Win=261760 Len=0
    337 6.596423       106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    338 6.596502       172.17.32.142         106.122.254.22        TCP      56090 → https(443) [ACK] Seq=711 Ack=613 Win=262016 Len=0
    339 6.596705       106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    340 6.596768       172.17.32.142         106.122.254.22        TCP      56090 → https(443) [ACK] Seq=711 Ack=644 Win=262112 Len=0
    341 6.598171       106.122.254.22        172.17.32.142         TCP      https(443) → 56090 [FIN, ACK] Seq=644 Ack=711 Win=182528 Len=0
    342 6.598243       172.17.32.142         106.122.254.22        TCP      56090 → https(443) [ACK] Seq=711 Ack=645 Win=262144 Len=0
    343 6.603272       172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    344 6.603689       172.17.32.142         106.122.254.22        TCP      56090 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0
    345 6.610811       106.122.254.22        172.17.32.142         TCP      https(443) → 56090 [RST] Seq=645 Win=0 Len=0
    346 6.619307       106.122.254.22        172.17.32.142         TCP      https(443) → 56090 [RST] Seq=645 Win=0 Len=0
    347 6.907791       172.17.32.142         27.148.145.195        TCP      56091 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663692754 TSecr=0 SACK_PERM=1
    348 6.923253       27.148.145.195        172.17.32.142         TCP      https(443) → 56091 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128
    349 6.923377       172.17.32.142         27.148.145.195        TCP      56091 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    350 6.925578       172.17.32.142         27.148.145.195        TLSv1.2  Client Hello
    351 6.994166       172.17.32.142         27.148.145.195        TCP      [TCP Retransmission] 56091 → https(443) [PSH, ACK] Seq=1 Ack=1 Win=262144 Len=517
    352 7.013619       27.148.145.195        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    353 7.013708       172.17.32.142         27.148.145.195        TCP      56091 → https(443) [ACK] Seq=518 Ack=142 Win=261984 Len=0
    354 7.014842       27.148.145.195        172.17.32.142         TCP      https(443) → 56091 [ACK] Seq=1 Ack=518 Win=15744 Len=0
    355 7.014886       172.17.32.142         27.148.145.195        TCP      [TCP Window Update] 56091 → https(443) [ACK] Seq=518 Ack=142 Win=262144 Len=0
    356 7.015015       172.17.32.142         27.148.145.195        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    357 7.030133       27.148.145.195        172.17.32.142         TLSv1.2  [TCP Spurious Retransmission] , Server Hello, Change Cipher Spec, Encrypted Handshake Message
    358 7.030181       172.17.32.142         27.148.145.195        TLSv1.2  Application Data
    359 7.054210       27.148.145.195        172.17.32.142         TCP      https(443) → 56091 [ACK] Seq=142 Ack=711 Win=16768 Len=0
    360 7.094493       27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    361 7.094569       172.17.32.142         27.148.145.195        TCP      56091 → https(443) [ACK] Seq=711 Ack=515 Win=261760 Len=0
    362 7.101228       27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    363 7.101278       172.17.32.142         27.148.145.195        TCP      56091 → https(443) [ACK] Seq=711 Ack=616 Win=262016 Len=0
    364 7.102121       172.17.32.142         27.148.145.195        TLSv1.2  Encrypted Alert
    365 7.102464       172.17.32.142         27.148.145.195        TCP      56091 → https(443) [FIN, ACK] Seq=742 Ack=616 Win=262144 Len=0
    366 7.103823       27.148.145.195        172.17.32.142         TLSv1.2  Encrypted Alert
    367 7.103880       172.17.32.142         27.148.145.195        TCP      [TCP Out-Of-Order] 56091 → https(443) [FIN, ACK] Seq=742 Ack=647 Win=262112 Len=0
    368 7.105330       27.148.145.195        172.17.32.142         TCP      https(443) → 56091 [FIN, ACK] Seq=647 Ack=711 Win=16768 Len=0
    369 7.105376       172.17.32.142         27.148.145.195        TCP      [TCP Out-Of-Order] 56091 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0
    370 7.106430       27.148.145.195        172.17.32.142         TCP      [TCP Out-Of-Order] https(443) → 56091 [PSH, ACK] Seq=616 Ack=711 Win=16768 Len=31
    371 7.106532       172.17.32.142         27.148.145.195        TCP      [TCP Out-Of-Order] 56091 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0 SLE=616 SRE=647
    372 7.115102       27.148.145.195        172.17.32.142         TCP      https(443) → 56091 [RST] Seq=616 Win=0 Len=0
    373 7.116595       27.148.145.195        172.17.32.142         TCP      https(443) → 56091 [RST] Seq=616 Win=0 Len=0
    374 7.117334       27.148.145.195        172.17.32.142         TCP      https(443) → 56091 [RST] Seq=647 Win=0 Len=0
    375 7.118411       27.148.145.195        172.17.32.142         TCP      https(443) → 56091 [RST] Seq=648 Win=0 Len=0
    376 7.119876       27.148.145.195        172.17.32.142         TCP      https(443) → 56091 [RST] Seq=648 Win=0 Len=0
    377 7.406970       172.17.32.142         106.122.254.22        TCP      56092 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663693242 TSecr=0 SACK_PERM=1
    378 7.424371       106.122.254.22        172.17.32.142         TCP      https(443) → 56092 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 WS=128
    379 7.424441       172.17.32.142         106.122.254.22        TCP      56092 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    380 7.426250       172.17.32.142         106.122.254.22        TLSv1.2  Client Hello
    381 7.435682       106.122.254.22        172.17.32.142         TCP      https(443) → 56092 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    382 7.443031       106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    383 7.443103       172.17.32.142         106.122.254.22        TCP      56092 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    384 7.444410       172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    385 7.498530       106.122.254.22        172.17.32.142         TCP      https(443) → 56092 [ACK] Seq=138 Ack=569 Win=176768 Len=0
    386 7.498589       172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    387 7.517609       106.122.254.22        172.17.32.142         TCP      https(443) → 56092 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    388 7.542104       106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    389 7.542182       172.17.32.142         106.122.254.22        TCP      56092 → https(443) [ACK] Seq=711 Ack=512 Win=261760 Len=0
    390 7.542716       106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    391 7.542773       172.17.32.142         106.122.254.22        TCP      56092 → https(443) [ACK] Seq=711 Ack=613 Win=262016 Len=0
    392 7.543725       106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    393 7.543792       172.17.32.142         106.122.254.22        TCP      56092 → https(443) [ACK] Seq=711 Ack=644 Win=262112 Len=0
    394 7.548145       172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    395 7.548355       172.17.32.142         106.122.254.22        TCP      56092 → https(443) [FIN, ACK] Seq=742 Ack=644 Win=262144 Len=0
    396 7.551701       106.122.254.22        172.17.32.142         TCP      https(443) → 56092 [FIN, ACK] Seq=644 Ack=711 Win=182528 Len=0
    397 7.551744       172.17.32.142         106.122.254.22        TCP      [TCP Out-Of-Order] 56092 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0
    398 7.556993       106.122.254.22        172.17.32.142         TCP      https(443) → 56092 [RST] Seq=644 Win=0 Len=0
    399 7.564879       106.122.254.22        172.17.32.142         TCP      https(443) → 56092 [RST] Seq=644 Win=0 Len=0
    400 7.573541       106.122.254.22        172.17.32.142         TCP      https(443) → 56092 [RST] Seq=645 Win=0 Len=0
    401 7.852032       172.17.32.142         27.148.145.195        TCP      56094 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663693677 TSecr=0 SACK_PERM=1
    402 7.868857       27.148.145.195        172.17.32.142         TCP      https(443) → 56094 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128
    403 7.868939       172.17.32.142         27.148.145.195        TCP      56094 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    404 7.871112       172.17.32.142         27.148.145.195        TLSv1.2  Client Hello
    405 7.885742       27.148.145.195        172.17.32.142         TCP      https(443) → 56094 [ACK] Seq=1 Ack=518 Win=15744 Len=0
    406 7.886753       27.148.145.195        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    407 7.886838       172.17.32.142         27.148.145.195        TCP      56094 → https(443) [ACK] Seq=518 Ack=142 Win=261984 Len=0
    408 7.888685       172.17.32.142         27.148.145.195        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    409 7.904727       27.148.145.195        172.17.32.142         TLSv1.2  [TCP Spurious Retransmission] , Server Hello, Change Cipher Spec, Encrypted Handshake Message
    410 7.904826       172.17.32.142         27.148.145.195        TLSv1.2  Application Data
    411 7.920747       27.148.145.195        172.17.32.142         TCP      https(443) → 56094 [ACK] Seq=142 Ack=711 Win=16768 Len=0
    412 7.960179       27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    413 7.960255       172.17.32.142         27.148.145.195        TCP      56094 → https(443) [ACK] Seq=711 Ack=515 Win=261760 Len=0
    414 7.961542       27.148.145.195        172.17.32.142         TLSv1.2  Application Data
    415 7.961549       27.148.145.195        172.17.32.142         TLSv1.2  Encrypted Alert
    416 7.961611       172.17.32.142         27.148.145.195        TCP      56094 → https(443) [ACK] Seq=711 Ack=616 Win=262016 Len=0
    417 7.961611       172.17.32.142         27.148.145.195        TCP      56094 → https(443) [ACK] Seq=711 Ack=647 Win=261984 Len=0
    418 7.963284       27.148.145.195        172.17.32.142         TCP      https(443) → 56094 [FIN, ACK] Seq=647 Ack=711 Win=16768 Len=0
    419 7.963336       172.17.32.142         27.148.145.195        TCP      56094 → https(443) [ACK] Seq=711 Ack=648 Win=262144 Len=0
    420 7.966193       172.17.32.142         27.148.145.195        TLSv1.2  Encrypted Alert
    421 7.966660       172.17.32.142         27.148.145.195        TCP      56094 → https(443) [FIN, ACK] Seq=742 Ack=648 Win=262144 Len=0
    422 7.973980       27.148.145.195        172.17.32.142         TCP      https(443) → 56094 [RST] Seq=648 Win=0 Len=0
    423 7.982237       27.148.145.195        172.17.32.142         TCP      https(443) → 56094 [RST] Seq=648 Win=0 Len=0
    424 8.271375       172.17.32.142         106.122.254.22        TCP      56095 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663694088 TSecr=0 SACK_PERM=1
    425 8.289741       106.122.254.22        172.17.32.142         TCP      https(443) → 56095 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM=1 WS=128
    426 8.289840       172.17.32.142         106.122.254.22        TCP      56095 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    427 8.292349       172.17.32.142         106.122.254.22        TLSv1.2  Client Hello
    428 8.307066       106.122.254.22        172.17.32.142         TCP      https(443) → 56095 [ACK] Seq=1 Ack=518 Win=176768 Len=0
    429 8.308389       106.122.254.22        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    430 8.308471       172.17.32.142         106.122.254.22        TCP      56095 → https(443) [ACK] Seq=518 Ack=138 Win=261984 Len=0
    431 8.309556       172.17.32.142         106.122.254.22        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    432 8.367234       106.122.254.22        172.17.32.142         TCP      https(443) → 56095 [ACK] Seq=138 Ack=569 Win=176768 Len=0
    433 8.367302       172.17.32.142         106.122.254.22        TLSv1.2  Application Data
    434 8.385419       106.122.254.22        172.17.32.142         TCP      https(443) → 56095 [ACK] Seq=138 Ack=711 Win=182528 Len=0
    435 8.442521       106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    436 8.442582       172.17.32.142         106.122.254.22        TCP      56095 → https(443) [ACK] Seq=711 Ack=512 Win=261760 Len=0
    437 8.443421       106.122.254.22        172.17.32.142         TLSv1.2  Application Data
    438 8.443456       172.17.32.142         106.122.254.22        TCP      56095 → https(443) [ACK] Seq=711 Ack=613 Win=262016 Len=0
    439 8.444695       106.122.254.22        172.17.32.142         TLSv1.2  Encrypted Alert
    440 8.444759       172.17.32.142         106.122.254.22        TCP      56095 → https(443) [ACK] Seq=711 Ack=644 Win=262112 Len=0
    441 8.445647       106.122.254.22        172.17.32.142         TCP      https(443) → 56095 [FIN, ACK] Seq=644 Ack=711 Win=182528 Len=0
    442 8.445691       172.17.32.142         106.122.254.22        TCP      56095 → https(443) [ACK] Seq=711 Ack=645 Win=262144 Len=0
    443 8.450805       172.17.32.142         106.122.254.22        TLSv1.2  Encrypted Alert
    444 8.451014       172.17.32.142         106.122.254.22        TCP      56095 → https(443) [FIN, ACK] Seq=742 Ack=645 Win=262144 Len=0
    445 8.470204       106.122.254.22        172.17.32.142         TCP      https(443) → 56095 [RST] Seq=645 Win=0 Len=0
    446 8.757895       172.17.32.142         27.148.145.195        TCP      56096 → https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=663694568 TSecr=0 SACK_PERM=1
    447 8.774455       27.148.145.195        172.17.32.142         TCP      https(443) → 56096 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM=1 WS=128
    448 8.774558       172.17.32.142         27.148.145.195        TCP      56096 → https(443) [ACK] Seq=1 Ack=1 Win=262144 Len=0
    449 8.777211       172.17.32.142         27.148.145.195        TLSv1.2  Client Hello
    450 8.859109       172.17.32.142         27.148.145.195        TCP      [TCP Retransmission] 56096 → https(443) [PSH, ACK] Seq=1 Ack=1 Win=262144 Len=517
    451 8.876685       27.148.145.195        172.17.32.142         TCP      https(443) → 56096 [ACK] Seq=1 Ack=518 Win=15744 Len=0
    452 8.878079       27.148.145.195        172.17.32.142         TLSv1.2  Server Hello, Change Cipher Spec, Encrypted Handshake Message
    453 8.878173       172.17.32.142         27.148.145.195        TCP      56096 → https(443) [ACK] Seq=518 Ack=142 Win=261984 Len=0
    454 8.879752       172.17.32.142         27.148.145.195        TLSv1.2  Change Cipher Spec, Hello Request, Hello Request
    455 8.935842       27.148.145.195        172.17.32.142         TCP      https(443) → 56096 [ACK] Seq=142 Ack=569 Win=15744 Len=0
    456 8.935948       172.17.32.142         27.148.145.195        TLSv1.2  Application Data
    457 9.060631       172.17.32.142         27.148.145.195        TCP      [TCP Retransmission] 56096 → https(443) [PSH, ACK] Seq=569 Ack=142 Win=262144 Len=142
